Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Comment,Simple.Disease,Disease,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_AA5132AA,L59C,traces-0eHQyuV;7GeneMLST;ND;;NA;Legacy,,Chicken Coop,Chicken,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,IVS Life KU,,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5132AA,NA,2486,,,NA,280,378,5,10,42,8,2
ESC_AA5133AA,BC1W15,traces-0dlsnNB;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,IVS Life KU,,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5133AA,NA,2487,,,NA,24,11,4,8,42,8,2
ESC_AA5135AA,Cp10 Salp27 prox,traces-0xtnCxN;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2011,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Copenhagen  University, Veterinary Microbiology",,,,,Pathogen,,,None,Colibacillosis,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5135AA,NA,2489,,,NA,97,40,93,8,23,25,66
ESC_AA5136AA,Cp10  Salp22,traces-0tLBzNe;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2011,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Copenhagen  University, Veterinary Microbiology",,,,,Pathogen,,,None,Chronic salpingitis,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5136AA,NA,2490,,,NA,13,40,13,8,23,25,66
ESC_AA5137AA,BC35H94,traces-0GImrjc;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,IVS Life KU,,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5137AA,NA,2491,ST10 Cplx,,NA,10,11,4,8,7,8,2
ESC_AA5138AA,BC35H88,traces-0cSssqg;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,IVS Life KU,,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5138AA,NA,2492,,,NA,6,11,4,8,42,244,2
ESC_AA5162AA,C-26036,traces-0PaSaxR;7GeneMLST;ND;;NA;Legacy,,Companion animal,Dog,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,University of Copenhagen,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5162AA,NA,2516,,,NA,223,271,13,29,70,146,167
ESC_AA5309AA,HVH10I1,traces-0XodpRf;7GeneMLST;ND;;NA;Legacy,,Human,Human,2009,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Jesper Boye Nielsen, Department of Clinical Microbiology, Hvidovre Hospital",,,,,Pathogen,,,UTI,UTI,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5309AA,NA,2673,ST23 Cplx,,NA,6,4,12,1,253,13,7
ESC_AA5310AA,LJA300,traces-0hXJssU;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2004,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,SSI,,,,B1,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5310AA,NA,2674,ST13 Cplx,,NA,6,6,5,10,9,8,7
ESC_AA5311AA,YA-1,traces-0TYKiOW;7GeneMLST;ND;;NA;Legacy,,Livestock,Swine,2009,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,SSI,,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5311AA,NA,2675,,,NA,10,7,1,1,8,8,6
ESC_AA5425AA,F300702,traces-0PosqXL;7GeneMLST;ND;;NA;Legacy,,Feed,Chicken,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,IVS Life KU,,,,B1,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5425AA,NA,2785,,B1,NA,6,4,32,18,24,47,7
ESC_AA5656AA,HOP_3363,traces-0GBrGeq;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Dept of Clinical Microbiology, Central Hospital, Vaxjo, Sweden",,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA5656AA,NA,3023,,,NA,34,36,282,25,28,16,4
ESC_AA6283AA,38-Ec-09,traces-0tMtTBe;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"SSI, Microbiol & Inf Control, Antimicrobial Reference Laboratory",,,,D,Pathogen,ESBL CTX-M-15,,None,Bacteremia,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6283AA,NA,3666,ST38 Cplx,,NA,4,26,322,312,5,8,19
ESC_AA6451AA,FS1507,traces-0iQMhfE;7GeneMLST;ND;;NA;Legacy,,Feed,Avian,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,IVS Life KU,,,,B1,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6451AA,NA,3875,ST446 Cplx,,NA,4,19,3,26,11,8,6
ESC_AA6502AA,10-Ec-09,traces-0NgOJdQ;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"SSI, Microbiol & Inf Control, Antimicrobial Reference Laboratory",,,,D,Pathogen,ESBL,,None,Bacteremia,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6502AA,NA,3929,,,NA,154,187,321,52,130,129,4
ESC_AA6614AA,001/S04-A,traces-0peeUlZ;7GeneMLST;ND;;NA;Legacy,,Domesticated animal,Swine,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6614AA,NA,4048,,,NA,6,31,8,24,1,8,2
ESC_AA6615AA,005/S04-A,traces-0AibYWn;7GeneMLST;ND;;NA;Legacy,,Livestock,Swine,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6615AA,NA,4049,,AxB1,NA,6,520,32,26,9,8,2
ESC_AA6616AA,011/S04-A,traces-0undjNr;7GeneMLST;ND;;NA;Legacy,,Domesticated animal,Swine,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6616AA,NA,4050,ST10 Cplx,A,NA,10,199,4,8,8,8,2
ESC_AA6617AA,014/S10-A,traces-0vFgiNR;7GeneMLST;ND;;NA;Legacy,,Livestock,Swine,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6617AA,NA,4051,,,NA,6,11,4,435,7,8,6
ESC_AA6618AA,017/S04-A,traces-0AVmGFq;7GeneMLST;ND;;NA;Legacy,,Domesticated animal,Swine,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6618AA,NA,4052,,,NA,6,6,5,9,7,73,7
ESC_AA6619AA,017/S11-A,traces-0OXwPCn;7GeneMLST;ND;;NA;Legacy,,Domesticated animal,Swine,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6619AA,NA,4053,,,NA,6,6,5,9,9,73,7
ESC_AA6620AA,032/P05-1j,traces-0IKbTal;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6620AA,NA,4054,ST155 Cplx,,NA,6,4,4,16,336,8,14
ESC_AA6621AA,032/P08-1,traces-0qcSMFv;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6621AA,NA,4055,,,NA,10,6,4,8,8,8,2
ESC_AA6622AA,102/P02-2,traces-0EfHEFd;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6622AA,NA,4057,ST38 Cplx,,NA,4,26,2,25,336,5,19
ESC_AA6772AA,320344-12,traces-0suqRhi;7GeneMLST;ND;;NA;Legacy,,,Avian,2012,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Copenhagen  University, Veterinary Microbiology",,,,,Pathogen,APEC,,None,Abscess,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6772AA,NA,4212,,AxB1,NA,6,65,32,26,11,8,2
ESC_AA6787AA,E. coli new1,traces-0cysCrF;7GeneMLST;ND;;NA;Legacy,,Poultry,Avian,2013,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Copenhagen  University, Veterinary Microbiology",,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6787AA,NA,4230,,,NA,92,291,87,140,249,321,272
ESC_AA6788AA,E.coli new2,traces-0SLuExQ;7GeneMLST;ND;;NA;Legacy,,,Avian,2012,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Copenhagen  University, Veterinary Microbiology",,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6788AA,NA,4231,,,NA,100,466,16,113,313,321,261
ESC_AA6790AA,E. Coli,traces-0MdBtHc;7GeneMLST;ND;;NA;Legacy,,Human,Human,2012,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,Hvidovre Hospital,,,,,Pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6790AA,NA,4235,,,NA,76,115,10,119,30,330,136
ESC_AA6797AA,1472-F68,traces-0xeGmgh;7GeneMLST;ND;;NA;Legacy,,,Avian,2009,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,University of Copenhagen,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6797AA,NA,4243,,D,NA,79,3,206,451,5,16,182
ESC_AA6857AA,122,traces-0gsaLFR;7GeneMLST;ND;;NA;Legacy,,Companion animal,Dog,2013,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Department of Veterinary Disease Biology, University of Copenhagen",,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6857AA,NA,4304,ST155 Cplx,,NA,6,4,4,29,24,5,14
ESC_AA6860AA,104g,traces-0MAYTdx;7GeneMLST;ND;;NA;Legacy,,Companion animal,Dog,2013,NA,NA,NA,Europe,Denmark,,,Frederiksberg,NA,NA,NA,"Department of Veterinary Disease Biology, University of Copenhagen",,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6860AA,NA,4305,ST10 Cplx,A,NA,24,11,4,8,8,8,291
ESC_AA6863AA,115,traces-0EvMdNm;7GeneMLST;ND;;NA;Legacy,,Companion animal,Dog,2013,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Department of Veterinary Disease Biology, University of Copenhagen",,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA6863AA,NA,4340,,,NA,370,546,391,450,345,40,290
ESC_AA7094AA,E. coliP5,traces-0iqbwal;7GeneMLST;ND;;NA;Legacy,,Animal,,NA,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,IVS Life KU,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7094AA,NA,4576,,,NA,203,210,308,25,4,16,19
ESC_AA7095AA,E. coliP25,traces-0pedRze;7GeneMLST;ND;;NA;Legacy,,,,NA,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,IVS Life KU,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7095AA,NA,4577,,AxB1,NA,6,6,3,9,9,7,6
ESC_AA7096AA,E. coliP41,traces-0vkqfnI;7GeneMLST;ND;;NA;Legacy,,Animal,Swine,NA,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,IVS Life KU,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7096AA,NA,4578,,B1,NA,6,46,69,9,11,239,7
ESC_AA7097AA,E. coliP26,traces-0nFNasI;7GeneMLST;ND;;NA;Legacy,,,,NA,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,IVS Life KU,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7097AA,NA,4579,ST101 Cplx,,NA,43,41,15,18,368,7,6
ESC_AA7098AA,E.coliP29,traces-0PACHEt;7GeneMLST;ND;;NA;Legacy,,,,NA,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,IVS Life KU,,,,,,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7098AA,NA,4580,,,NA,148,29,5,18,9,351,14
ESC_AA7131AA,HVH 24,traces-0lVrNtP;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad institute,,,,,Pathogen,UPEC,,UTI,Bacteremia,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7131AA,NA,4612,,B2,NA,76,24,9,36,17,1,34
ESC_AA7732AA,729-121114-1-16 salp,traces-0XogQlr;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2014,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Veterinary Disease Biology, KU",,,,,Pathogenic,,,None,Chronic salpingitis,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7732AA,NA,5207,,,NA,6,295,12,18,11,8,7
ESC_AA7733AA,723-081214-16n,traces-0AyZQuw;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2014,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Veterinary Disease Biology, KU",,,,,nonpathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7733AA,NA,5208,ST10 Cplx,A,NA,10,7,4,8,12,8,194
ESC_AA7734AA,730-110714-11n,traces-0ivGwSc;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2014,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Veterinary Disease Biology, KU",,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7734AA,NA,5209,,,NA,6,95,4,88,7,32,7
ESC_AA7735AA,723-021014-16s,traces-0WMteOK;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2014,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Veterinary Disease Biology, KU",,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7735AA,NA,5210,,,NA,6,11,4,8,8,32,2
ESC_AA7736AA,723-081214-28s,traces-0qHkXSn;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,2014,NA,NA,NA,Europe,Denmark,,,Copenhagen,NA,NA,NA,"Veterinary Disease Biology, KU",,,,,Non pathogen,,,None,None,NA,NA,NA,NA,8/26/2015,8/26/2015,ESC_AA7736AA,NA,5211,,,NA,6,7,4,1,31,28,2
ESC_BA1750AA,54185,ERR025730;ILLUMINA;Paired;200;ERX009787;NEW,Human,Human,Homo sapiens; feces,1945,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,Holt Lineage II,,,PRJEB2128,ERP000182,SAMEA954597,ERS009836,8/27/2015,3/18/2011,ESC_BA1750AA,NA,152,ST152 Cplx,B1,NA,11,63,7,1,14,7,7
ESC_BA2107AA,2011-70-220-3,ERR769198;ILLUMINA;Paired;200;ERX712497;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268861,ERS664793,8/27/2015,2/26/2015,ESC_BA2107AA,NA,453,ST86 Cplx,,NA,99,6,33,33,24,8,7
ESC_BA2109AA,2011-70-220-2,ERR769197;ILLUMINA;Paired;200;ERX712496;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268860,ERS664792,8/27/2015,2/26/2015,ESC_BA2109AA,NA,156,ST156 Cplx,AxB1,NA,6,29,32,16,11,8,44
ESC_BA2111AA,2011-70-219-9,ERR769196;ILLUMINA;Paired;200;ERX712495;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268859,ERS664791,8/27/2015,2/26/2015,ESC_BA2111AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_BA2113AA,2011-70-219-7,ERR769195;ILLUMINA;Paired;200;ERX712494;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268858,ERS664790,8/27/2015,2/26/2015,ESC_BA2113AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_BA2117AA,2011-70-219-4,ERR769193;ILLUMINA;Paired;200;ERX712492;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268856,ERS664788,8/27/2015,2/26/2015,ESC_BA2117AA,NA,206,ST206 Cplx,AxB1,NA,6,7,5,1,8,18,2
ESC_BA2119AA,2011-70-219-2,ERR769192;ILLUMINA;Paired;200;ERX712491;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268855,ERS664787,8/27/2015,2/26/2015,ESC_BA2119AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_BA2125AA,2011-70-217-4,ERR769189;ILLUMINA;Paired;200;ERX712488;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268852,ERS664784,8/27/2015,2/26/2015,ESC_BA2125AA,NA,1112,,A,NA,10,11,5,10,8,1,2
ESC_BA2129AA,2011-70-216-7,ERR769187;ILLUMINA;Paired;200;ERX712486;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268850,ERS664782,8/27/2015,2/26/2015,ESC_BA2129AA,NA,453,ST86 Cplx,,NA,99,6,33,33,24,8,7
ESC_BA2131AA,2011-70-216-4,ERR769186;ILLUMINA;Paired;200;ERX712485;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268849,ERS664781,8/27/2015,2/26/2015,ESC_BA2131AA,NA,5327,ST59 Cplx,,NA,440,32,24,29,26,19,22
ESC_BA2136AA,2011-70-215-2,ERR769183;ILLUMINA;Paired;200;ERX712482;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268846,ERS664778,8/27/2015,2/26/2015,ESC_BA2136AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_BA2138AA,2011-70-214-10,ERR769182;ILLUMINA;Paired;200;ERX712481;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268845,ERS664777,8/27/2015,2/26/2015,ESC_BA2138AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_BA2145AA,2011-70-214-2,ERR769179;ILLUMINA;Paired;200;ERX712478;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268842,ERS664774,8/27/2015,2/26/2015,ESC_BA2145AA,NA,5482,,,NA,112,11,5,557,8,8,86
ESC_BA2147AA,2011-70-43-1,ERR769178;ILLUMINA;Paired;200;ERX712477;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268841,ERS664773,8/27/2015,2/26/2015,ESC_BA2147AA,NA,1112,,A,NA,10,11,5,10,8,1,2
ESC_BA2151AA,2011-70-42-3,ERR769176;ILLUMINA;Paired;200;ERX712475;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268839,ERS664771,8/27/2015,2/26/2015,ESC_BA2151AA,NA,847,,,NA,6,6,5,26,9,13,98
ESC_BA2153AA,2011-70-42-2,ERR769175;ILLUMINA;Paired;200;ERX712474;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268838,ERS664770,8/27/2015,2/26/2015,ESC_BA2153AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_BA2155AA,2011-70-42-1,ERR769174;ILLUMINA;Paired;200;ERX712473;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268837,ERS664769,8/27/2015,2/26/2015,ESC_BA2155AA,NA,1308,ST86 Cplx,,NA,6,6,33,1,24,8,7
ESC_BA2157AA,2011-70-41-11,ERR769173;ILLUMINA;Paired;200;ERX712472;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268836,ERS664768,8/27/2015,2/26/2015,ESC_BA2157AA,NA,1800,,AxB1,NA,9,19,33,18,9,122,6
ESC_BA2161AA,2011-70-41-4,ERR769171;ILLUMINA;Paired;200;ERX712470;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268834,ERS664766,8/27/2015,2/26/2015,ESC_BA2161AA,NA,1034,ST32 Cplx,,NA,19,23,51,176,21,2,16
ESC_BA2163AA,2011-70-41-2,ERR769170;ILLUMINA;Paired;200;ERX712469;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268833,ERS664765,8/27/2015,2/26/2015,ESC_BA2163AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_BA2165AA,2011-70-40-9,ERR769169;ILLUMINA;Paired;200;ERX712468;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268832,ERS664764,8/27/2015,2/26/2015,ESC_BA2165AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_BA2167AA,2011-70-40-6,ERR769168;ILLUMINA;Paired;200;ERX712467;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268831,ERS664763,8/27/2015,2/26/2015,ESC_BA2167AA,NA,154,,AxB1,NA,6,6,5,10,9,8,6
ESC_BA2169AA,2011-70-39-10,ERR769167;ILLUMINA;Paired;200;ERX712466;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268830,ERS664762,8/27/2015,2/26/2015,ESC_BA2169AA,NA,5271,ST23 Cplx,,NA,6,4,355,1,20,12,353
ESC_BA2175AA,2011-70-39-3,ERR769164;ILLUMINA;Paired;200;ERX712463;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268827,ERS664759,8/27/2015,2/26/2015,ESC_BA2175AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_BA2178AA,2011-70-39-2,ERR769163;ILLUMINA;Paired;200;ERX712462;NEW,Livestock,Swine,Sus scrofa domesticus; Faeces,2011,1,1,NA,Europe,Denmark,,,,NA,NA,NA,Justus Liebig University Giessen,Escherichia coli,,,,,,,,,PRJEB8647,ERP009669,SAMEA3268826,ERS664758,8/27/2015,2/26/2015,ESC_BA2178AA,NA,5327,ST59 Cplx,,NA,440,32,24,29,26,19,22
